id,predicted
606,1.4393164321814426e-221
608,5.365775823647952e-218
623,1.9589070834305813e-234
634,5.866376901222853e-251
637,1.7352409684695734e-228
645,3.236619931143898e-218
656,4.8055836482135036e-262
657,2.805926131894874e-229
666,1.7454531590681918e-216
670,6.460817741941291e-228
671,1.0756230607058283e-170
679,5.789689326044927e-225
688,5.103647247229275e-227
690,1.7153459401390954e-216
694,3.7000764297823e-190
697,4.1444003006523815e-228
710,1.3896583153523351e-232
723,5.346438958705294e-222
737,2.79925986751218e-227
739,2.8466909170337424e-236
744,9.41685167289386e-216
754,1.3871794848208517e-236
756,6.802921491745565e-225
760,6.732380611408012e-246
763,5.18218017108842e-227
780,4.2155142848881337e-255
781,6.388666598360947e-222
783,4.2155142848881337e-255
786,1.623001544778647e-223
796,9.924776610291015e-206
798,2.0058522307446931e-227
799,3.540444747285239e-216
801,1.4395907653940113e-222
812,7.052809638610559e-217
814,5.774288861152292e-236
821,1.6442952119452282e-212
822,3.0718732342093264e-206
829,2.8201132717794453e-145
834,3.271106207116558e-221
837,9.437156439559446e-229
845,1.3524659520558957e-222
846,2.805926131894874e-229
854,4.1981748934524384e-224
855,8.592175011126201e-241
864,6.106846541030202e-238
873,1.3316168335793775e-216
877,3.0556143704998833e-220
889,1.2091036561791508e-222
890,1.7084205178337585e-233
895,5.135715604770458e-221
908,6.819730921411415e-226
913,3.644528810984625e-232
915,7.214551099040608e-218
922,5.825720206666057e-244
925,6.652148863536394e-211
926,1.8962403534357403e-195
930,8.554312602071475e-217
946,2.760159844397551e-219
952,9.00342133644432e-191
955,2.760159844397551e-219
958,3.352139331027253e-224
960,6.448320539247404e-221
962,4.0457539141874875e-149
971,4.114500768196835e-203
972,1.0758420262176888e-223
978,1.4647955367292331e-233
983,5.574910849674903e-222
984,5.884691640084418e-228
985,4.024641750076701e-223
989,3.542804868610294e-223
991,1.1646406835208508e-206
993,7.86053448929722e-229
995,3.31557233673901e-217
1002,6.318465645652827e-219
1003,4.200399847909295e-245
1007,1.3130861668711723e-219
1014,4.9875954962521415e-208
1015,1.1582976585734382e-211
1018,2.893487540122326e-186
1030,5.632367819768143e-169
1038,2.033136048270004e-232
1039,3.0410433263132063e-212
1043,4.876434072249695e-224
1045,1.1063522251091042e-238
1048,2.658471914580192e-215
1051,2.3489195895487257e-223
1058,1.542625756589282e-221
1060,1.0895347632649495e-252
1066,3.2444857603391933e-214
1069,8.873309925577393e-211
1076,3.4587804929094097e-215
1082,1.4582871885782964e-199
1087,1.1860117200118869e-226
1089,1.0557713703534033e-212
1095,1.4935410120642857e-235
1098,1.4949806009598344e-223
1104,1.6209107234858767e-213
1111,2.4084788640688455e-217
1114,5.276169071063821e-147
1117,7.140841232106897e-227
1121,4.469815170076522e-211
1137,5.773989933267703e-225
1140,6.84663809029262e-207
1142,4.46925279642955e-230
1150,8.758252731317385e-224
1157,6.459017905587068e-236
1158,3.050106998558943e-220
1163,2.3640327878274776e-224
1173,1.6919524457488418e-217
1177,1.5524570286799846e-233
1202,6.164601677843161e-228
1208,1.3683381645338776e-251
1209,5.0663975860842265e-245
1210,3.273914489573576e-220
1211,2.6321847871425084e-169
1212,4.0557782471842045e-230
1213,7.353680931938672e-243
1216,1.2924596895578011e-220
1235,8.773446809516129e-213
1236,5.9529053287974384e-183
1242,1.2190095714592957e-225
1249,8.765137547034008e-232
1252,5.249190179266909e-209
1254,4.5007914019159165e-218
1261,5.173120656879505e-225
1267,2.961756725750575e-191
1272,7.581541074012275e-229
1281,3.0775323042904296e-235
1282,1.5502896265617423e-212
1286,2.8002250179303454e-223
1287,1.1810951362869787e-253
1305,4.9866123742084805e-264
1309,7.839629443655734e-207
1310,5.68559760727467e-236
1324,1.483415414456089e-252
1326,7.017612220053498e-237
1333,8.300255181126961e-225
1345,9.319308679014971e-229
1347,3.152013423699412e-218
1356,8.581713563250562e-197
1363,6.4550673274059006e-220
1372,9.256120399623348e-210
1390,2.142227610793962e-201
1403,2.222680250820565e-222
1416,1.8054522413823438e-216
1426,9.393447677882206e-224
1434,2.0295094015933115e-236
1440,1.2601938620548236e-236
1443,6.619737209877182e-234
1450,8.407568159114853e-213
1452,3.518423219440705e-219
1454,3.0824514005141256e-214
1459,7.15344819029372e-220
1462,5.4721206282541455e-233
1464,1.6042347308265564e-164
1467,1.297582660164398e-231
1476,4.806963921789885e-221
1481,1.5392828273239895e-246
1483,7.742958672083433e-232
1489,1.7723091973355763e-226
1500,2.320472383510952e-242
1502,3.614402095297135e-223
1509,3.7261105996977065e-223
1513,1.71822016427927e-209
1518,3.85391055640497e-207
1529,8.416406179546948e-233
1531,3.2246465800093966e-224
1534,7.44288285799132e-226
1537,8.507071115880108e-244
1538,1.4253892469130708e-232
1541,1.1930464962231714e-226
1559,6.722706081012578e-213
1562,1.0455250845110082e-230
1579,1.3241306147575972e-225
1582,1.5409203232613226e-235
1591,6.297924732252623e-190
1592,8.538166196354746e-219
1594,2.723240349770254e-205
1599,2.0901535676064393e-246
1609,3.156747365927394e-217
1615,1.2391371098264443e-227
1621,1.062970360270901e-244
1630,9.872949240130502e-218
1635,2.0940071636155735e-207
1638,4.476509454576312e-226
1647,2.1396941526038795e-225
1652,1.734812725968889e-236
1654,8.165425233984913e-190
1659,4.506967190614029e-220
1671,5.162989023788644e-210
1673,1.992424802297938e-208
1674,1.0708258386503367e-192
1678,1.2926785926225817e-227
1681,4.33253683903946e-214
1685,6.257197546263434e-222
1686,6.077296738116737e-221
1691,1.4379258101764939e-221
1692,1.7045349759397063e-245
1696,4.0493665374660536e-230
1701,2.1878091299759547e-246
1705,3.0232682599738208e-217
1710,1.3520402262569567e-216
1711,2.2308412513321704e-221
1716,5.408670715545631e-213
1721,2.1707869640896135e-226
1725,4.2738492736074523e-178
1726,3.656378380312669e-241
1727,1.8515906357302002e-212
1731,5.398934241925347e-215
1744,3.6806086396846685e-221
1746,8.28510187236419e-220
1748,6.164601677843161e-228
1752,2.8417193221362197e-218
1757,3.703874804502588e-212
1758,3.174352179453264e-242
1763,3.290900724174244e-157
1771,8.988308864285632e-249
1773,2.050238496251732e-223
1776,3.6551129418143105e-232
1778,3.8369399097898783e-227
1782,2.160459070301224e-212
1783,2.5785900197824486e-219
1786,1.8978351614473266e-204
1790,1.9522453251458007e-233
1794,2.8669063526592865e-221
1799,5.894105037397849e-214
1801,5.4034041616671675e-230
1804,1.3067790615796371e-228
1819,6.603102222454048e-237
1829,6.373135951131725e-213
1832,2.457164405072066e-217
1842,6.371497092885401e-254
1849,3.284803729903634e-250
1869,7.839629443655734e-207
1878,5.207424988651038e-238
1879,1.0276672055456806e-167
1882,6.642260181443098e-216
1885,4.2155142848881337e-255
1887,4.0447007966167825e-226
1888,3.605430788035847e-224
1889,3.6499856350819575e-230
1892,6.041228532398401e-224
1906,1.2495409786931116e-213
1912,3.5078218591137195e-216
1915,2.9852898885159236e-261
1920,2.9758323895851963e-229
1925,2.306870745830742e-220
1935,8.356182557551493e-221
1939,3.268395653683044e-222
1940,1.0898267362894467e-226
1942,2.265671564241433e-242
1947,5.353214884236952e-173
1955,2.545023582678002e-218
1956,5.877568506966606e-253
1967,8.317459828716714e-207
1969,2.4570976054109294e-230
1975,1.7211890121701414e-225
1981,6.296630830001358e-207
1984,1.3398254257714989e-217
1987,1.6768058549958478e-214
1989,1.4950633092233778e-226
2010,1.5021253887571815e-236
2016,9.487416512484083e-162
2017,1.0211078773106371e-218
2020,7.143739517171838e-227
2021,9.346013477784757e-208
2027,1.9245281803394798e-244
2029,2.4570976054109294e-230
2030,2.1550252112527745e-212
2040,2.8984568936970985e-227
2048,6.335768599092247e-209
2053,1.307457056427856e-193
2057,7.995984004380946e-241
2062,1.6512429331687705e-217
2064,1.8216001056768335e-224
2065,2.760468619837158e-234
2069,1.3842797134253812e-224
2073,1.1715656752799022e-212
2081,3.4398762403827045e-224
2084,5.2674130574329393e-163
2087,6.555778147880065e-237
2091,2.1704438484469738e-186
2096,7.671529073626899e-242
2100,6.186058269598496e-226
2101,8.731883057371133e-219
2105,1.0117813582888064e-216
2108,5.303805049386688e-211
2120,2.1814933824229486e-229
2123,2.890693891123177e-208
2130,4.2754338956412506e-235
2145,1.9828335170173774e-219
2150,1.1810951362869787e-253
2152,3.6718956862990655e-242
2160,1.013718814986507e-219
2165,8.728323318755291e-201
2166,2.544984034522135e-264
2170,4.6194784198268087e-222
2176,1.237637895756568e-233
2177,5.569165916424748e-227
2180,3.804943560358969e-217
2182,1.2208964194325602e-202
2183,2.0838545448433322e-184
2188,3.702835749926405e-188
2189,7.951494327174024e-214
2193,2.6632377174858137e-223
2194,3.584139344841395e-223
2207,3.668130953218383e-240
2208,1.4283821843068166e-207
2214,1.445527677021765e-205
2215,5.642782005155598e-196
2223,3.4884325922858654e-229
2225,9.278640405278496e-225
2226,3.664168862987724e-215
2233,9.656132721027451e-227
2237,9.953395342165055e-253
2241,6.017067257904949e-148
2245,1.8548099965747525e-226
2260,4.3026477641267534e-254
2263,1.1781960284882303e-229
2268,1.6236809682079918e-231
2272,2.083241859990695e-207
2278,1.748036880318423e-212
2279,1.2201174599630624e-226
2287,6.449012892669514e-159
2288,1.9611537520464404e-244
2289,4.491785213209542e-224
2293,2.9884565555466407e-236
2297,8.177418536690152e-245
2302,1.5238696275867425e-193
2305,2.5545916407909395e-232
2308,2.1126885981112472e-222
2310,7.878099455065858e-207
2311,5.415609200920376e-198
2313,7.922945125661074e-220
2314,4.530705783193078e-228
2319,1.6124139907936507e-216
2324,8.726122503840866e-228
2331,7.2084450137841e-206
2336,9.310973422020537e-226
2341,4.204180160006837e-191
2345,1.0251103451827833e-216
2347,3.0211624824691056e-193
2365,3.228008639800496e-167
2371,2.917261172462341e-231
2379,1.7485034622850947e-229
2382,6.330692766224832e-219
2392,1.442235597538758e-255
2395,5.513464176619571e-194
2397,4.152306405115179e-225
2403,1.6448375499923866e-218
2404,6.984471662281955e-222
2409,7.710155913333488e-148
2410,2.6795933503734257e-250
2413,1.9494660421486845e-209
2445,5.757155304493489e-226
2449,4.602784331869622e-224
2450,1.0512810184916542e-222
2452,2.9973210282369544e-228
2460,1.0391331549743213e-231
2461,1.7118222208145376e-215
2463,3.247073556662729e-207
2465,7.46701726958729e-229
2470,3.849020010352847e-194
2472,2.6852253638463106e-254
2476,6.567638217440137e-214
2481,3.874984020008022e-246
2491,4.521133975307829e-211
2499,6.350361593177042e-213
2503,3.5654015646363807e-231
2508,1.3374970767148008e-250
2509,2.1436021853556624e-224
2510,5.210280486569586e-225
2514,3.6074238996599215e-225
2515,6.730914755956444e-220
2519,4.889416411431222e-220
2520,1.0629293854136693e-200
2521,3.101926246373014e-225
2523,3.138336602363568e-194
2537,7.942063577419622e-222
2539,2.7449470172089586e-231
2541,2.173401673344716e-227
2543,5.025694775982254e-248
2553,1.1716408395091082e-211
2562,1.2168980787375267e-233
2571,1.2382330520288157e-214
2573,4.3265968256114435e-204
2577,3.756254555430714e-198
2578,3.7787934003559224e-178
2602,1.003114276164443e-211
2604,2.945400402135756e-253
2607,5.897274151342728e-159
2609,8.196820147354224e-190
2612,1.753629831126976e-185
2613,5.05554366850108e-234
2615,2.9764706274713503e-225
2616,3.9700113968336714e-231
2620,3.658655502191676e-254
2621,1.2283152891045028e-170
2628,1.4792921806009768e-228
2632,3.5393819226301935e-223
2637,3.987839119595728e-191
2646,2.5399844215311508e-219
2657,4.937423704606271e-225
2663,3.0097744172551037e-205
2665,4.0150393668719186e-194
2666,7.2987189021327e-203
2671,1.967860459311843e-222
2675,6.543822171711991e-221
2679,1.872345657903317e-220
2684,1.2462435746972763e-178
2693,8.279493520408812e-220
2695,5.996390049753466e-172
2697,3.09363877734258e-212
2700,8.236608662512517e-218
2701,6.367100004211578e-232
2702,1.5700208231388827e-226
2704,2.470365437231426e-221
2707,5.543670540594247e-220
2715,1.6496978964906384e-150
2716,1.5258995649446426e-227
2718,2.231344570879473e-217
2721,4.879822413825604e-216
2722,5.866376901222853e-251
2728,2.694920908663685e-221
2731,1.5195241650660552e-239
2734,3.0258389558306533e-231
2743,1.6350218802995322e-207
2749,5.281900775151014e-218
2759,5.11577357325405e-225
2760,4.769350540901328e-255
2766,1.1391587369775688e-197
2769,1.3366230690164758e-230
2773,1.8175174888541017e-226
2785,2.909766633404722e-259
2797,2.3567560917452306e-242
2800,8.40495712429961e-221
2801,5.200221167846659e-225
2802,3.176713901768601e-219
2803,1.1527756410891498e-231
2805,1.2620427258017598e-245
2811,9.155392146101735e-205
2815,3.0111975907014877e-225
2824,8.138183859334912e-235
2830,9.484912117483878e-225
2838,5.286148589642976e-244
2842,2.299041574256921e-180
2844,2.138426262169665e-214
2845,7.796076499421951e-209
2846,9.17163347717141e-225
2854,3.2605915301404425e-219
2855,5.306344853544519e-240
2860,1.7469395881608457e-226
2864,6.230754842756091e-221
2866,1.84288064127506e-245
2871,1.9114212556076642e-219
2873,1.132136186516322e-227
2890,4.5379393079547007e-228
2899,3.377920467744865e-204
2906,3.213608568615484e-224
2909,6.812133764490915e-246
2912,2.9358723037568174e-242
2917,1.154616605588189e-225
2926,1.7007761596725567e-218
2929,9.829892393654806e-212
2936,5.454163608591849e-231
2940,4.7903593973327655e-230
2941,2.2210998572920084e-233
2947,5.054586204026799e-187
2953,1.1720292436843735e-222
2955,1.5810011277725446e-217
2956,6.396489903594546e-209
2958,5.60278295938082e-227
2967,2.2961257341905323e-222
2968,1.551945742733845e-226
2969,5.182177053296113e-206
2971,1.0898267362894467e-226
2978,5.346438958705294e-222
2980,2.0289067630111045e-223
2990,5.4661737102791854e-216
2993,5.13877986988034e-215
2997,3.809016306910643e-219
2998,2.6345291275251332e-208
3000,2.6692131974154105e-243
3006,1.5206634294028348e-215
3012,1.0403388346153887e-230
3022,5.182177053296113e-206
3028,1.6478939890850383e-223
3030,2.4404944041263086e-218
3038,6.595106816063779e-212
3053,9.688968459041367e-174
3058,1.0860457696770072e-244
3062,1.2122812288145228e-220
3064,3.861100808768057e-232
3065,7.542217422539978e-249
3066,8.165425233984913e-190
3068,4.5745617965569305e-145
3070,1.7983906214032794e-229
3081,1.4123094942410441e-213
3087,3.6325206438381026e-240
3089,1.4698136766589056e-179
3090,1.029445699193992e-159
3098,1.7111475025292664e-171
3099,2.645707844127677e-256
3101,3.848253051909619e-215
3105,6.431512004298396e-228
3109,1.096491009377198e-230
3112,2.602060201995235e-212
3113,1.8478436402976589e-231
3116,1.0007902291104581e-230
3119,2.3668999831556523e-247
3123,1.0587582365607739e-232
3126,2.9279615128479833e-213
3127,1.2138400896404814e-236
3129,1.2213122602450124e-231
3134,2.1345169341174778e-220
3135,1.617265657135196e-220
3136,1.231508016606188e-249
3137,3.105700242335763e-235
3139,8.124605763549348e-224
3140,2.1548004668386905e-213
3147,3.231732520590546e-244
3153,5.545919028928642e-193
3155,7.129519124237105e-210
3156,1.2168980787375267e-233
3157,9.913907145524768e-229
3160,1.3675644322128847e-230
3162,9.676502242071613e-250
3169,3.019488591231573e-215
3180,3.064066726466187e-161
3184,1.1617602951804272e-218
3185,1.801149723487065e-223
3195,4.542327961529329e-228
3196,1.4013429618954555e-249
3220,1.0758420262176888e-223
3223,1.6923042856032972e-223
3224,1.6589374307208606e-224
3227,2.0017648094906152e-225
3230,2.2372320927664546e-210
3233,6.692862193773585e-233
3238,4.005779008948506e-220
3239,6.940076654339434e-220
3242,2.2190414372453925e-228
3246,3.109421343881349e-227
3250,3.168385693511199e-216
3257,3.0281938229645738e-233
3262,4.36972645628633e-236
3271,3.29535407806654e-178
3279,1.9019576477910048e-193
3282,1.1296169056527965e-211
3293,7.99160725005028e-248
3301,1.392098076787349e-223
3318,1.2153045499846871e-188
3341,6.611638275883688e-224
3352,9.775206199056772e-225
3354,1.2435218450908287e-224
3364,4.9776474364338226e-254
3366,2.716209264102597e-221
3378,2.2913243394127034e-231
3382,9.660651838364844e-237
3387,1.0014104380028081e-243
3399,6.172513363647276e-208
3402,3.2660416670217147e-224
3406,7.16075565683919e-247
3407,9.140530093534572e-235
3415,1.5057242652805177e-223
3419,1.3896820327204374e-194
3426,1.1099229897565212e-211
3431,1.2208964194325602e-202
3432,9.155392146101735e-205
3434,8.680578452279753e-220
3435,5.432851443567476e-236
3451,1.7023977636050214e-219
3456,2.0215353371549128e-184
3464,5.389537111028096e-240
3466,2.8036899135838073e-236
3469,1.0276832738840695e-217
3475,2.1162100710910217e-224
3479,1.8372776238787626e-218
3483,2.1983956543569577e-223
3484,1.9439347614399274e-225
3487,5.098120648547099e-209
3488,1.3242929754620241e-213
3491,8.44748804043178e-236
3493,3.804943560358969e-217
3498,9.357973600116361e-207
3501,2.3793993486685563e-236
3507,3.174352179453264e-242
3513,4.631567807438422e-229
3515,7.436225889798001e-223
3533,2.576459147987949e-214
3534,4.857325976807398e-178
3545,7.2084450137841e-206
3546,3.1353283839272574e-222
3548,2.466838568692879e-218
3554,5.824913103840797e-231
3555,5.288041752202325e-223
3560,4.673828419745795e-240
3561,3.0607667846802287e-204
3562,8.294297288522695e-219
3567,1.2191357456943265e-183
3568,6.759596906254587e-250
3574,2.6549974680574314e-163
3578,1.4257180612582928e-247
3582,1.4490502718301488e-228
3586,1.8455828913857127e-221
3589,1.9033036370414309e-178
3593,8.984676508308912e-229
3597,1.2102940003662722e-192
3598,4.5397459842066934e-216
3601,3.7153208805527065e-223
3611,2.5545230662506588e-222
3612,6.879461075592915e-219
3623,2.775542242105299e-218
3625,1.2210199469298713e-223
3628,4.745512278579096e-240
3639,2.552555726682943e-239
3642,1.2937096308692685e-220
3648,3.5849298294395815e-205
3651,5.005858208429249e-216
3652,2.546107076604326e-215
3655,9.587734232322682e-213
3657,1.3158706689709253e-213
3658,1.1493019284850472e-226
3663,3.2002548366162832e-167
3665,6.069155010153201e-174
3669,2.468568750157155e-228
3670,9.331394608034581e-236
3677,5.396895795528936e-206
3679,4.122908146142453e-210
3685,3.4071104653009406e-222
3689,9.924041123661697e-213
3718,2.3561773293196576e-235
3725,5.160671031503307e-208
3727,4.365065848899763e-223
3737,7.595351789886948e-183
3743,1.1091415453990395e-216
3753,1.7055985442280941e-249
3755,1.0309402915076156e-227
3757,6.564556076512653e-225
3763,2.058824849979044e-242
3773,1.2152034435216844e-216
3775,1.8190728750165894e-217
3777,9.212249965635414e-217
3780,1.4537585560914272e-225
3782,4.155476446285368e-220
3787,8.733816123488209e-204
3792,1.5013859920105244e-237
3794,1.3661169332418826e-219
3805,2.5588836750467232e-232
3818,1.711320810630836e-233
3821,8.486372381983824e-228
3823,3.873957212639786e-225
3829,2.5919513544729328e-213
3830,2.0894815254283326e-251
3832,1.8037372470977707e-219
3833,7.814369756803642e-255
3840,5.743881895608771e-235
3844,7.782850609355301e-243
3846,1.2993716519023155e-191
3848,7.29189835270909e-206
3858,7.880838486670686e-241
3870,1.5531305618271655e-221
3872,1.196673234166439e-180
3874,5.0835588822245846e-186
3876,2.1389813079076007e-223
3877,1.0672310264852603e-205
3878,1.7251439064209002e-202
3880,6.315814881711431e-172
3885,2.637805429496363e-208
3893,6.371497092885401e-254
3898,6.266588025781332e-219
3901,2.760159844397551e-219
3918,4.6972661816855997e-237
3933,4.250986857063135e-222
3946,4.202234959920512e-224
3948,3.028790091858395e-216
3951,7.942063577419622e-222
3964,1.6828745115405396e-221
3965,2.772617877326592e-180
3972,9.051347136096348e-222
3973,5.182177053296113e-206
3976,3.3861343262361955e-234
3982,2.5830647620431028e-205
3990,3.277080701275886e-220
3994,6.711726672033087e-209
3995,2.2894958397885336e-185
4012,2.0832046326234844e-227
4016,1.0110661288796936e-143
4019,1.4558176727464947e-210
4033,4.134631075726103e-226
4034,2.562031143813045e-228
4040,1.132136186516322e-227
4049,1.1607062713333946e-210
4052,4.687666302197237e-244
4054,1.1313252358416226e-219
4056,1.1928154060230621e-220
4057,4.4450768526563955e-237
4060,1.5229775943884453e-226
4061,1.2845872876379572e-235
4066,5.133082004571494e-234
4070,7.181258572179784e-267
4091,5.158099197502834e-229
4092,2.411956365455002e-231
4096,4.2594205339365753e-221
4098,5.056805088109924e-249
4113,8.625854828484447e-239
4114,4.2489200138848065e-241
4116,4.741653508580639e-163
4125,2.9388944811503384e-222
4135,9.17163347717141e-225
4139,9.070977581647879e-237
4149,5.843521369999695e-213
4154,1.533232502712731e-233
4162,1.1675148113618931e-234
4164,6.531780694563101e-234
4191,4.147466549035403e-215
4193,8.393540144920551e-240
4200,5.4421145349547644e-219
4204,4.228428393527464e-215
4206,3.981800751857488e-214
4208,1.5164108824398716e-240
4212,9.755643566273239e-212
4216,3.551223623838831e-221
4221,6.656019474642322e-216
4231,6.89106577814137e-239
4233,3.542804868610294e-223
4237,5.786779167130879e-255
4239,5.576940024701773e-212
4251,6.223926298612114e-211
4258,1.2218546124233334e-215
4260,1.5364739609343318e-227
4264,1.2267717928102805e-255
4271,1.7419846252742308e-234
4272,2.235606567732156e-239
4274,8.447117292463544e-238
4276,3.650080540402813e-200
4279,2.753388645779892e-198
4284,1.4420642170301933e-242
4286,1.037655531628698e-230
4293,6.777782096024073e-228
4300,3.1460363371382908e-204
4302,3.8448620532869663e-221
4303,1.567641164279381e-259
4307,2.917334512034586e-135
4312,8.2980688961708e-236
4313,4.830557987004194e-205
4319,6.626012654333482e-215
4321,1.4091986114030515e-238
4328,3.032988386097991e-224
4329,1.3704775625852385e-201
4334,6.212264309165164e-185
4337,2.0285485111747394e-231
4340,3.436153804368676e-205
4341,3.2717718979414834e-226
4344,1.7095384384267816e-214
4356,6.388397068509889e-207
4358,9.69750972763127e-221
4359,3.448866238381377e-217
4362,1.5604057013766964e-173
4374,7.408886501392311e-219
4377,3.853770110815266e-245
4384,5.7992353374293405e-196
4387,1.0809014313376567e-234
4390,7.993156891370824e-164
4392,3.394617761496775e-233
4393,2.8981265812384203e-232
4415,1.14259407806285e-248
4417,2.634823848838995e-223
4418,2.0473541854321933e-217
4426,4.6885467976657533e-212
4432,1.079346107752531e-225
4438,1.167371087832323e-224
4449,7.502528077317789e-219
4450,1.6496780290292895e-213
4456,1.2235333688989506e-224
4458,1.176541703468971e-245
4459,1.5241404053169138e-239
4462,9.17163347717141e-225
4465,7.958835289165657e-218
4473,1.0136505958518604e-225
4476,3.3529280936241114e-226
4482,2.0477277673626078e-221
4484,8.923948258223592e-221
4488,1.3961460395863978e-230
4490,1.6426553326162724e-243
4495,5.6229297254867744e-235
4502,1.1994984218210567e-203
4507,5.3772294537619314e-222
4509,3.7772410216163302e-252
4513,1.2180516859054016e-214
4530,5.182177053296113e-206
4531,9.799573934738768e-229
4538,5.6319560822624526e-229
4539,4.876434072249695e-224
4541,6.487495008553601e-231
4550,3.542333687376786e-204
4551,1.518977321876453e-234
4556,2.005254606194003e-240
4560,4.66580384938816e-228
4561,3.788046629592632e-205
4562,4.8034575934427865e-223
4567,1.125431900361984e-227
4571,4.419659791410017e-224
4574,7.829658629059469e-222
4578,4.053055859125357e-211
4592,4.935659593646634e-230
4605,1.2742238036458365e-208
4606,8.635189338286755e-226
4609,6.124104504205855e-230
4611,4.9776474364338226e-254
4612,1.6656388280404743e-220
4614,8.471404066615985e-217
4618,1.0742588465966886e-188
4619,1.8136809705076165e-186
4623,2.789071457921886e-256
4626,3.618215126480808e-170
4633,1.5457737876901301e-217
4635,7.448075021052748e-189
4637,4.320316397558777e-217
4642,4.100863133685108e-214
4645,3.08083430747362e-230
4666,1.2759442194802971e-237
4667,6.456920993311856e-215
4668,2.9337150881004775e-229
4670,3.267703438093897e-206
4671,1.1531121674948042e-234
4672,2.5754315204019747e-204
4680,1.2782607112532527e-215
4687,6.577212836575097e-203
4702,2.543208124633181e-192
4709,1.4950777543786773e-225
4715,1.1119891111498567e-223
4717,8.080754451664827e-204
4727,1.1634262390353295e-188
4728,1.4764396617359873e-204
4730,1.4387497813215583e-209
4734,4.6093901050167154e-211
4740,3.13472608587766e-217
4752,2.711354349444086e-242
4753,7.292118223876096e-199
4759,5.622284077706086e-225
4780,1.2284970221045476e-220
4787,3.7455544326139433e-230
4789,1.3561954505117843e-200
4792,1.8210067367039354e-255
4797,3.205842962206928e-168
4803,7.546898827956009e-212
4808,8.443146744157208e-217
4816,9.859785832643319e-219
4827,4.1352594225555057e-206
4828,5.865262988390199e-245
4842,6.8823986899541274e-236
4843,1.2987528903842526e-219
4845,3.018646181061869e-241
4855,1.0417253622229107e-190
4860,1.6317967400672622e-238
4861,8.305230958100234e-234
